project_code	submitter_sample_id	ega_sample_id	ega_analysis_id	file_name	ega_file_id	encrypted_file_md5sum	file_md5sum	dataset_id
PRAD-CA	CPCG0410-F1	EGAN00001220803	EGAZ00001254686	CPCG/100PG/bam/CPCG0410-F1.bam	EGAF00001430159	0816e48ce57a08289b58b5aba635444f	064211c3683dd1317ce7e59581dcf41d	EGAD00001003139
PRAD-CA	CPCG0411-F1	EGAN00001220805	EGAZ00001254687	CPCG/100PG/bam/CPCG0411-F1.bam	EGAF00001430160	9f23f6d3b93f25c91a39f3b078d59660	379481177ba009d0793e41ad362bb39b	EGAD00001003139
PRAD-CA	CPCG0412-F1	EGAN00001220807	EGAZ00001254694	CPCG/100PG/bam/CPCG0412-F1.bam	EGAF00001430173	9869ec2aad1af21a6d147584a3e2a88f	1dc0d78d273edd1409b77a52832f1936	EGAD00001003139
PRAD-CA	CPCG0414-F1	EGAN00001220811	EGAZ00001254697	CPCG/100PG/bam/CPCG0414-F1.bam	EGAF00001430176	62dd9dfa4d689a7357b7e3eb42d4515b	1369720f87c0507a1cda64e7f6a27f3a	EGAD00001003139
PRAD-CA	CPCG0117-F1	EGAN00001239462	EGAZ00001224623	CPCG/100PG/bam/CPCG0117-F1.bam	EGAF00001214022	7730a349cfa52fe74792b40822a14d7e	81970b9fce559a232725346c66068084	EGAD00001003139,EGAD00001003105
PRAD-CA	CPCG0121-F1	EGAN00001239463	EGAZ00001224625	CPCG/100PG/bam/CPCG0121-F1.bam	EGAF00001214024	21e87f0c6f2dfb8ed175e70e39ff4cef	a25c7bfebb92612ebd75f096172654b8	EGAD00001003105,EGAD00001003139
PRAD-CA	CPCG0124-F1	EGAN00001239464	EGAZ00001224628	CPCG/100PG/bam/CPCG0124-F1.bam	EGAF00001214027	a727dd62e754d98a900474290c0b58fb	16a6d485b184733e4c43c800da6dfc65	EGAD00001003139,EGAD00001003105
PRAD-CA	CPCG0205-F1	EGAN00001239466	EGAZ00001224651	CPCG/100PG/bam/CPCG0205-F1.bam	EGAF00001213937	581921016ff14073346211d380590954	bb476ea7ffddb22fc20657885697da2e	EGAD00001003139,EGAD00001003105
PRAD-CA	CPCG0048-F1	EGAN00001455821	EGAZ00001254152	CPCG/100PG/bam/CPCG0048-F1.bam	EGAF00001422103	8adfdc9b85220c7f562acbe712465263	d302f4cf77affbc8e4a2f94ecc5ba403	EGAD00001003139
PRAD-CA	CPCG0154-F1	EGAN00001455875	EGAZ00001254159	CPCG/100PG/bam/CPCG0154-F1.bam	EGAF00001422096	08f23e062557c003f8a7ef3243ded77a	8ef1041e0d3b8702aef913a9e56ab732	EGAD00001003139
